Fossavatnsgangan	nvengs
fari	svg3en
hann	fpken
of	aa
geyst	aa
í	af
beygjur	nvfo
og	c
slær	sfg3en
jafnt	aa
af	af
aflinu	nheþg
og	c
beitir	sfg3en
hemlum	nkfþ
.	pl

Fágaðir	lkfnsf
aksturseiginleikar	nkfn
Bíllinn	nkeng
hefur	sfg3en
fágaða	lkfosf
aksturseiginleika	nkfo
fremur	aam
en	c
sportlega	lkfosf
.	pl

Stýrið	nheng
er	sfg3en
nákvæmt	lhensf
,	pk
með	af
mikla	lveosf
svörun	nveo
og	c
ólíkt	lhensf
þeim	fakeþ
stýrisbúnaði	nkeþ
sem	ct
nú	aa
er	sfg3en
að	cn
ryðja	sng
sér	fpkeþ
til	af
rúms	nhee
sem	ct
stýrt	sþghen
er	sfg3en
af	af
rafmótor	nkeþ
.	pl

Fjöðrunin	nveng
er	sfg3en
stíf	lvensf
sem	ct
á	sfg3en
sinn	fekeo
þátt	nkeo
í	af
ómótstæðilegu	lheþsf
veggripi	nheþ
bílsins	nkeeg
en	c
þó	aa
er	sfg3en
bíllinn	nkeng
alls	fohee
ekki	aa
hastur	lkensf
,	pk
jafnvel	aa
þótt	c
prófunarbíllinn	nkeng
hafi	svg3en
verið	sþghen
á	af
17	ta
tommu	nvee
felgum	nvfþ
og	c
lágprófílbörðum	nkfþ
.	pl

BMW	n----s
330xi	ta
er	sfg3en
ekki	aa
stór	lkensf
bíll	nken
en	c
hann	fpken
er	sfg3en
þokkalega	aa
rúmgóður	lkensf
fyrir	af
fjóra	tfkfo
fullorðna	lkfosf
og	c
eitt	tfheo
barn	nheo
og	c
allir	fokfn
ferðast	sfm3fn
í	af
miklum	lhfþsf
þægindum	nhfþ
þótt	c
vissulega	aa
þrengist	svm3en
um	af
fæturna	nkfog
ef	c
farþegar	nkfn
eru	sfg3fn
hávaxnir	lkfnsf
.	pl

Sérstaklega	aa
er	sfg3en
vert	lhensf
að	cn
vekja	sng
athygli	nveo
á	af
ökumannssæti	nheþ
sem	ct
fá	sfg3fn
toppeinkunn	nveo
.	pl

Þetta	fahen
er	sfg3en
sportsæti	nhen
sem	ct
skorðar	sfg3en
ökumann	nkeo
af	aa
en	c
er	sfg3en
um	af
leið	nveo
þægilegt	lhensf
,	pk
sérstaklega	aa
í	af
langkeyrslu	nveþ
þar	aa
sem	c
hægt	lhensf
er	sfg3en
að	cn
lengja	sng
í	af
setunni	nveþg
.	pl

Prófunarbíllinn	nkeng
var	sfg3eþ
leðurklæddur	lkensf
og	c
með	af
innbyggð	lhfosf
hljómtæki	nhfo
frá	af
BMW	n----s
og	c
Harman	n----s
Kardon	n----s
hátalara	nkfo
.	pl

Leðurklætt	lhensf
stýrið	nheng
er	sfg3en
lítið	lhensf
og	c
sportlegt	lhensf
og	c
leikur	sfg3en
í	af
höndum	nvfþ
ökumanns	nkee
.	pl

Þar	aa
er	sfg3en
líka	aa
að	cn
finna	sng
stjórnrofa	nkfo
fyrir	af
hljómtæki	nhfo
og	c
skriðstilli	nkeo
.	pl

Hönnun	nven
og	c
staðsetning	nven
á	af
stjórnrofum	nkfþ
er	sfg3en
til	af
fyrirmyndar	nvee
-	pa
takkar	nkfn
eru	sfg3fn
stórir	lkfnsf
og	c
vel	aa
staðsettir	lkfnsf
og	c
ekki	aa
þarf	sfg3en
að	cn
líta	sng
af	af
veginum	nkeþg
þegar	c
þeir	fpkfn
eru	sfg3fn
notaðir	sþgkfn
.	pl

Bíllinn	nkeng
er	sfg3en
líka	aa
til	aa
án	af
fjórhjóladrifsins	nheeg
og	c
kostar	sfg3en
þá	aa
4.450.000	ta
kr.	ks
en	c
með	af
fjórhjóladrifinu	nheþg
bætast	sfm3fn
við	aa
270.000	ta
kr.	ks

Aukabúnaður	nken
í	af
prófunarbílnum	nkeþg
var	sfg3eþ
m.a.	ks
leðurgírhnúður	nken
á	af
sjálfskiptingu	nveþ
,	pk
sjálfskiptingin	nveng
sjálf	fbven
,	pk
17	ta

álfelgur	nvfn
,	pk
rafmagnsrúður	nvfn
aftur	aa
í	aa
,	pk
armpúðar	nkfn
milli	af
sæta	nhfe
,	pk
þokuljós	nhfn
,	pk
aksturstölva	nven
,	pk
fjölrofastýri	nhen
,	pk
viðarklæðning	nven
,	pk
rafmagnssæti	nhen
með	af
minni	nheþ
fyrir	af
ökumann	nkeo
,	pk
sportsæti	nhen
,	pk
hiti	nken
í	af
sætum	nhfþ
,	pk
regnskynjari	nken
,	pk
Xenon	n----s
ljós	nhen
,	pk
sjálfvirk	lvensf
hitastillandi	lvenof
miðstöð	nven
,	pk
geislaspilari	nken
,	pk
Harman	n----s
/	pa
Kardon	n----s
hátalarakerfi	nhen
.	pl

Af	af
þessari	faveþ
upptalningu	nveþ
má	sfg3en
sjá	sng
að	c
mörgu	lheþsf
hefur	sfg3en
verið	sþghen
bætt	sþghen
við	af
grunngerðina	nveog
og	c
ljóst	lhensf
að	c
verðið	nheng
er	sfg3en
orðið	sþghen
hátt	aa
á	af
sjöttu	lveovf
milljón	nveo
króna	nvfe
,	pk
sem	ct
er	sfg3en
vissulega	aa
verulega	aa
hátt	lhensf
verð	nhen
fyrir	af
ekki	aa
stærri	lkeovm
bíl	nkeo
en	c
aflið	nheog
og	c
aksturseiginleikana	nkfog
hefur	sfg3en
hann	fpken
.	pl

gugu@mbl.is	v

Öflugur	lkensf
og	c
mjúkur	lkensf
með	af
nýju	lheþsf
sniði	nheþ
:	pa
KÓRESKI	lkenvf
bílaframleiðandinn	nkeng
Hyundai	n----s
kynnti	sfg3eþ
á	af
dögunum	nkfþg
nýja	lveosf
útgáfu	nveo
af	af
Hyundai	n----s
Elantra	n----s
og	c
er	sfg3en
það	fphen
fjórða	lvenvf
kynslóð	nven
þessa	fakee
bíls	nkee
í	af
millistærð	nveþ
.	pl

Bílablaðamenn	nkfn
frá	af
nokkrum	fohfþ
löndum	nhfþ
í	af
Evrópu	nveþ-s
reyndu	sfg3fþ
gripinn	nkeog
á	af
margs	lkeesf
konar	nkee
vegum	nkfþ
í	af
Ungverjalandi	nheþ-s
og	c
er	sfg3en
hægt	lhensf
að	cn
gera	sng
sér	fpkeþ
þokkalega	aa
góða	lveosf
hugmynd	nveo
um	af
eiginleika	nkfo
bílsins	nkeeg
eftir	af
aksturinn	nkeog
.	pl

Sé	svg3en
það	fphen
dregið	sþghen
saman	aa
er	sfg3en
óhætt	lhensf
að	cn
segja	sng
að	c
Elantra	n----s
er	sfg3en
mjúkur	lkensf
bíll	nken
og	c
hljóðlátur	lkensf
,	pk
með	af
snaggaralegri	lveþsf
og	c
þokkalega	aa
öflugri	lveþsf
tveggja	tfkfe
lítra	nkfe
vél	nveþ
.	pl

Það	fphen
fer	sfg3en
ágætlega	aa
um	af
ökumann	nkeo
undir	af
stýri	nheþ
sem	aa
og	c
farþega	nkfo
hvort	c
sem	c
er	sfg3en
í	af
fram-	kt
eða	c
aftursætum	nhfþ
.	pl

Elantra	n----s
með	af
nýju	lheþsf
sniði	nheþ
er	sfg3en
sæmilega	aa
frísklegur	lkensf
í	af
útliti	nheþ
.	pl

Þar	aa
hafa	sfg3fn
þó	aa
engar	fovfn
byltingar	nvfn
átt	sþghen
sér	fpvfþ
stað	nkeo
,	pk
miklu	lheþsf
fremur	aam
er	sfg3en
endurnýjunin	nveng
núna	aa
eins	fokee
konar	nkee
rökrétt	lhensf
framhald	nhen
af	af
fyrri	lvfþvm
kynslóðum	nvfþ
.	pl

Tóku	sfg3fþ
forráðamenn	nkfn
þannig	aa
til	af
orða	nhfe
við	af
kynninguna	nveog
að	c
þeir	fakfn
sem	ct
þekktu	svg3fþ
Hyundai	n----s
fyrir	aa
sæju	svg3fþ
strax	aa
svipinn	nkeog
,	pk
nýja	lvenvf
gerðin	nveng
kæmi	svg3eþ
ekki	aa
það	fphen
mikið	aa
á	af
óvart	lheosf
.	pl

Einnig	aa
var	sfg3eþ
nefnt	sþghen
á	af
kynningarfundi	nkeþ
að	c
Hyundai	n----s
ætlaði	sfg3eþ
sér	fpkeþ
mikið	lheosf
með	af
þessa	faveo
nýju	lveovf
gerð	nveo
,	pk
sækja	sng
nýja	lkfosf
kaupendur	nkfo
og	c
stækka	sng
hóp	nkeo
þeirra	fakfe
sem	ct
líta	sfg3fn
á	af
Hyundai	n----s
sem	ct
valkost	nkeo
við	af
bílakaup	nhfo
.	pl

Fyrsti	lkenve
Elantra	n----s
bíllinn	nkeng
rann	sfg3eþ
af	af
færibandi	nheþ
Hyundai	n----s
í	af
Ulsan	n----s
í	af
syðsta	lkeþve
hluta	nkeþ
Suður-Kóreu	nveþ-s
haustið	nheog
1990	ta
.	pl

Í	af
mars	nkeþ
1995	ta
og	c
aftur	aa
í	af
apríl	nkeþ
árið	nheog
2000	ta
var	sfg3eþ
bíllinn	nkeng
tekinn	sþgken
í	af
nokkra	foveo
endurnýjun	nveo
.	pl

Elantra	n----s
er	sfg3en
mest	aae
selda	lvenvf
Hyundai	n----s
gerðin	nveng
utan	af
heimalandsins	nheeg
og	c
hafa	sfg3fn
þrjár	tfvfn
milljónir	nvfn
bíla	nkfe
verið	sþghen
smíðaðar	sþgvfn
frá	af
upphafi	nheþ
.	pl

Af	af
þeim	fpkfþ
hafa	sfg3fn
um	aa
700	to
þúsund	tfkfn
selst	sfm3en
í	af
Evrópu	nveþ-s
.	pl

Mýkri	lvfnvm
útlínur	nvfn
En	c
aftur	aa
að	af
útlitinu	nheþg
.	pl

Línurnar	nvfng
hafa	sfg3fn
mýkst	sþmhen
nokkuð	fohen
og	c
hefur	sfg3en
náðst	sþmhen
að	cn
lækka	sng
vindstuðulinn	nkeog
nokkuð	fohen
.	pl

Framendinn	nkeng
,	pk
vatnskassahlífin	nveng
,	pk
luktir	nvfn
og	c
stuðari	nken
eru	sfg3fn
verklegri	lhfnvm
að	cn
sjá	sng
og	c
gefa	sng
bílnum	nkeþg
ákveðnari	lkeovm
svip	nkeo
en	c
fyrri	lvenvm
gerð	nven
.	pl

Séður	sþgken
á	af
hlið	nveo
sker	sfg3en
bíllinn	nkeng
sig	fpkeo
ekki	aa
úr	af
hópi	nkeþ
margra	lkfesf
annarra	fokfe
bíla	nkfe
af	af
svipaðri	lveþsf
stærð	nveþ
og	c
að	aa
aftan	aa
er	sfg3en
fátt	lhensf
sem	ct
kemur	sfg3en
á	af
óvart	lheosf
.	pl

Innan	af
stokks	nkee
eru	sfg3fn
helstu	lvfnve
breytingar	nvfn
í	af
mælaborðinu	nheþg
,	pk
en	c
sætin	nhfng
eru	sfg3fn
einnig	aa
ný	lhfnsf
og	c
ökumannssætið	nheng
er	sfg3en
búið	lhensf
nauðsynlegri	lveþsf
hæðarstillingu	nveþ
sem	ct
aldrei	aa
verður	sfg3en
of	aa
oft	aa
minnt	sþghen
á	af
að	c
verður	sfg3en
að	cn
vera	sng
staðalbúnaður	nken
.	pl

Ágætt	lhensf
pláss	nhen
er	sfg3en
bæði	c
í	af
fram-	kt
og	c
aftursætum	nhfþ
og	c
höfuðrými	nhen
er	sfg3en
líka	aa
ágætt	lhensf
þrátt	aa
fyrir	af
að	c
bíllinn	nkeng
sem	ct
var	sfg3eþ
prófaður	sþgken
væri	svg3eþ
með	af
sóllúgu	nveþ
.	pl

Oft	aa
þrengja	sfg3fn
þær	fpvfn
örlítið	aa
að	aa
en	c
í	af
þessu	faheþ
tilviki	nheþ
ekki	aa
.	pl

Sóllúga	nven
verður	sfg3en
hins	fakee
vegar	nkee
væntanlega	aa
aukabúnaður	nken
í	af
bílunum	nkfþg
sem	ct
koma	sfg3fn
á	af
markað	nkeo
hérlendis	aa
.	pl

Ökumaður	nken
kann	sfg3en
strax	aa
vel	aa
við	af
sig	fpkeo
undir	af
stýri	nheþ
.	pl

Mælar	nkfn
eru	sfg3fn
skýrir	lkfnsf
og	c
fyrirhafnarlaust	lhensf
er	sfg3en
að	cn
ná	sng
tökum	nhfþ
á	af
stjórntækjum	nhfþ
.	pl

Skemmtileg	lvensf
vinnsla	nven
Trúlega	aa
er	sfg3en
áhugaverðasta	lvenve
breytingin	nveng
á	af
Hyundai	n----s
Elantra	n----s
ný	lvensf
og	c
stærri	lvenvm
vél	nven
.	pl

Hann	fpken
er	sfg3en
nú	aa
boðinn	sþgken
með	af
tveggja	tfkfe
lítra	nkfe
og	c
143	ta
hestafla	nhfe
vél	nveþ
auk	af
1,6	ta
lítra	nkfe
vélar	nvee
sem	ct
er	sfg3en
104	ta
hestöfl	nhfn
.	pl

Talsmenn	nkfn
umboðsins	nheeg
hér	aa
,	pk
B	n-en-s
&	c
L	n-en-s
,	pk
hyggjast	sfm3fn
leggja	sng
höfuðáherslu	nveo
á	af
bílinn	nkeog
með	af
öflugri	lveþvm
vélinni	nveþg
og	c
jafnvel	aa
bjóða	sng
hann	fpkeo
eingöngu	aa
.	pl

Með	af
tveggja	tfkfe
lítra	nkfe
vél	nveþ
er	sfg3en
Elantra	n----s
skemmtilega	aa
snaggaralegur	lkensf
.	pl

Bæði	c
er	sfg3en
viðbragðið	nheng
viðunandi	lhenof
og	c
vinnslan	nveng
er	sfg3en
góð	lvensf
niður	aa
á	af
lágan	lkeosf
snúning	nkeo
ef	c
menn	nkfn
vilja	sfg3fn
temja	sng
sér	fpkfþ
vistakstur	nkeo
eða	c
sparakstur	nkeo
.	pl

Vélin	nveng
er	sfg3en
líka	aa
hljóðlát	lvensf
og	c
þótt	c
spanað	sþghen
sé	svg3en
á	af
hraðbraut	nveþ
(	pa
á	af
að	af
minnsta	lkeþve
kosti	nkeþ
130	ta
km	ks
hámarkshraða	nkeþ
sem	ct
leyfður	sþgken
er	sfg3en
í	af
Ungverjalandi	nheþ-s
)	pa
finnst	sfm3en
heldur	aam
ekki	aa
að	af
ráði	nheþ
fyrir	af
hraða	nkeþ
eða	c
vindgnauði	nheþ
-	pa
jafnvel	aa
þótt	c
laumast	sþmhen
sé	svg3en
yfir	af
þau	fahfo
hraðamörk	nhfo
.	pl

Uppgefinn	lkensf
hámarkshraði	nken
bílsins	nkeeg
er	sfg3en
199	ta
fyrir	af
sjálfskiptan	lkeosf
bíl	nkeo
og	c
208	ta
km	ks
fyrir	af
þann	fakeo
beinskipta	lkeovf
.	pl

Skiptingin	nveng
er	sfg3en
þægilega	aa
liðug	lvensf
og	c
stöngin	nveng
fer	sfg3en
lipurlega	aa
milli	af
gíra	nkfe
og	c
allt	fohen
er	sfg3en
þetta	fahen
fyrirhafnarlaust	lhensf
fyrir	af
ökumanninn	nkeog
.	pl

Hvernig	aa
ætti	svg3eþ
líka	aa
annað	fohen
að	cn
vera	sng
?	pl

Góður	lkensf
aðbúnaður	nken
Þá	c
er	sfg3en
fjöðrunin	nveng
mjúk	lvensf
og	c
þótt	c
ekki	aa
væri	svg3eþ
ekið	sþghen
alltof	aa
mikið	aa
á	af
malarvegum	nkfþ
fékkst	sfm3eþ
ágæt	lvensf
mynd	nven
af	af
fjöðrunareiginleikum	nkfþ
á	af
gömlum	lkfþsf
og	c
þreyttum	lkfþsf
malbiksvegum	nkfþ
.	pl

Þeir	fpkfn
voru	sfg3fþ
líka	aa
nógu	lheþsf
krókóttir	lkfnsf
til	af
að	cn
reyna	sng
að	c
bíllinn	nkeng
svínliggur	sfg3en
og	c
kemur	sfg3en
ökumanni	nkeþ
á	af
engan	fokeo
hátt	nkeo
á	af
óvart	lheosf
í	af
hegðun	nveþ
þótt	c
nokkuð	fohen
hranalega	aa
sé	svg3en
ekið	sþghen
.	pl

Ítreka	sng
má	sfg3en
að	c
vel	aa
fer	sfg3en
um	af
farþega	nkfo
í	af
aftursæti	nheþ
þar	aa
sem	c
nóg	lhensf
pláss	nhen
er	sfg3en
og	c
hægt	lhensf
að	cn
fá	sng
sér	fpkeþ
lúr	nkeo
á	af
löngum	lvfþsf
leiðum	nvfþ
.	pl

Það	fphen
gekk	sfg3eþ
einnig	aa
þótt	c
íslenskir	lkfnsf
fulltrúar	nkfn
væru	svg3fþ
fluttir	sþgkfn
með	af
hraði	nheþ
á	af
flugvöllinn	nkeog
við	af
borgina	nveog
til	af
að	cn
ná	sng
í	af
vél	nveo
áleiðis	aa
heim	aa
.	pl

Á	af
þeirri	faveþ
leið	nveþ
voru	sfg3fþ
valdir	sþgkfn
krókóttari	lkfnvm
sveitavegir	nkfn
fremur	aam
en	c
umferðarmiklar	lvfnsf
hraðbrautir	nvfn
og	c
mátti	sfg3eþ
vel	aa
festa	sng
blund	nkeo
í	af
góðri	lveþsf
hvílu	nveþ
mjúkra	lhfesf
sæta	nhfe
með	af
hnakkapúða	nkfo
.	pl

Samkeppnisfær	lkensf
Enn	aa
er	sfg3en
verð	nhen
á	af
hinum	gkeþ
nýja	lkeþvf
Elantra	n----s
óákveðið	lhensf
fyrir	af
íslenskan	lkeosf
markað	nkeo
en	c
vafalaust	aa
verður	sfg3en
reynt	sþghen
að	cn
miða	sng
það	fpheo
við	af
helstu	lkfove
keppinauta	nkfo
.	pl

Takist	svm3en
það	fphen
verður	sfg3en
Elantra	n----s
þar	aa
með	af
sterka	lveosf
stöðu	nveo
enda	c
í	af
heild	nveþ
vel	aa
heppnaður	lkensf
bíll	nken
,	pk
byggður	lkensf
á	af
talsverðri	lveþsf
reynslu	nveþ
og	c
með	af
ýmsum	fovfþ
umbótum	nvfþ
.	pl

Og	c
veðja	sng
ætti	svg3eþ
hiklaust	aa
á	af
þann	fakeo
með	af
stærri	lveþvm
vélinni	nveþg
.	pl

joto@mbl.is	v

BMW-þríhjól	nhen-s
:	pa
BMW	n----s
hefur	sfg3en
sett	sþghen
í	af
sölu	nveo
nýtt	lheosf
farartæki	nheo
á	af
þremur	tfhfþ
hjólum	nhfþ
í	af
fyrsta	lheove
sinn	nheo
frá	af
því	fpheþ
að	c
hin	gven
goðsagnakennda	lvenvf
Isetta	n----s
kom	sfg3eþ
fram	aa
á	af
sjónarsviðið	nheog
árið	nheog
1955	ta
.	pl

Í	af
þetta	faheo
skipti	nheo
er	sfg3en
þó	aa
ekki	aa
um	af
að	cn
ræða	sng
byltingarkenndan	lkeosf
bíl	nkeo
,	pk
heldur	c
frumlegt	lheosf
þríhjól	nheo
,	pk
eða	c
hlaupahjól	nheo
.	pl

Hlaupabrettið	nheng
er	sfg3en
hannað	sþghen
af	af
BMW	n----s
Designworks	n----s
í	af
Bandaríkjunum	nhfþgs
og	c
kallast	sfm3en
SlideCarver	n----s
.	pl

Brettið	nheng
er	sfg3en
smíðað	lhensf
úr	af
styrktu	lheþsf
trefjaplasti	nheþ
og	c
áli	nheþ
,	pk
hefur	sfg3en
mikla	lveosf
burðargetu	nveo
og	c
er	sfg3en
mjög	aa
auðvelt	lhensf
í	af
meðförum	nvfþ
,	pk
að	af
því	fpheþ
er	ct
fram	aa
kemur	sfg3en
í	af
fréttatilkynningu	nveþ
frá	af
BMW	n----s
.	pl

Sérstakur	lkensf
útbúnaður	nken
gerir	sfg3en
að	af
verkum	nhfþ
að	c
gott	lhensf
jafnvægi	nhen
næst	sfm3en
þegar	c
hlaupið	sþghen
er	sfg3en
á	af
brettinu	nheþg
og	c
handbremsur	nvfn
eru	sfg3fn
tengdar	sþgvfn
við	af
stillanlegar	lvfosf
vökvabremsur	nvfo
í	af
afturhjólunum	nhfþg
.	pl

Bremsukaplarnir	nkfng
eru	sfg3fn
faldir	lkfnsf
inni	aa
í	af
stýrisstönginni	nveþg
og	c
framlenging	nven
á	af
framhjólinu	nheþg
eykur	sfg3en
þægindin	nhfog
.	pl

Mjög	aa
auðvelt	lhensf
er	sfg3en
að	cn
ferðast	snm
með	af
hlaupahjólið	nheog
og	c
hægt	lhensf
að	cn
smella	sng
því	fpheþ
saman	aa
með	af
einu	tfheþ
handtaki	nheþ
og	c
taka	sng
sundur	aa
aftur	aa
.	pl

Lengdin	nveng
á	af
hlaupabrettinu	nheþg
er	sfg3en
77	ta
cm	ks
,	pk
breiddin	nveng
er	sfg3en
50	ta
cm	ks
og	c
hæðin	nveng
100	ta
cm	ks
þegar	c
stýrisstöngin	nveng
er	sfg3en
uppi	aa
.	pl

Þyngd	nven
hlaupahjólsins	nheeg
er	sfg3en
12	ta
kg	ks
,	pk
það	fphen
er	sfg3en
framleitt	sþghen
eingöngu	aa
fyrir	af
BMW	n----s
og	c
kostar	sfg3en
um	aa
465	ta
pund	nhfo
eða	c
tæpar	lvfosf
60	to
þúsund	tfvfo
krónur	nvfo
.	pl

Bílasýningar	nvfn
á	af
næsta	lheþve
ári	nheþ
:	pa
NÚ	aa
er	sfg3en
búið	lhensf
að	cn
ákveða	sng
endanlega	aa
hvenær	aa
alþjóðlegar	lvfnsf
bílasýningar	nvfn
næsta	lheeve
árs	nhee
fara	sfg3fn
fram	aa
.	pl

Á	af
þessu	faheþ
ári	nheþ
eru	sfg3fn
það	fphen
einkum	aa
tvær	tfvfn
sem	ct
standa	sfg3fn
upp	aa
úr	aa
,	pk
þ.e.a.s.	ks
sýningin	nveng
í	af
Frankfurt	n----s
og	c
Tókýó	n-eþ-s
.	pl

Á	af
næsta	lheþve
ári	nheþ
verða	sfg3fn
m.a.	ks
--	pa
>	pa
NÚ	aa
er	sfg3en
búið	lhensf
að	cn
ákveða	sng
endanlega	aa
hvenær	aa
alþjóðlegar	lvfnsf
bílasýningar	nvfn
næsta	lheeve
árs	nhee
fara	sfg3fn
fram	aa
.	pl

Á	af
þessu	faheþ
ári	nheþ
eru	sfg3fn
það	fphen
einkum	aa
tvær	tfvfn
sem	ct
standa	sfg3fn
upp	aa
úr	aa
,	pk
þ.e.a.s.	ks
sýningin	nveng
í	af
Frankfurt	n----s
og	c
Tókýó	n-eþ-s
.	pl

Á	af
næsta	lheþve
ári	nheþ
verða	sfg3fn
m.a.	ks
sýningar	nvfn
í	af
Kaupmannahöfn	nveþ-s
,	pk
Birmingham	n----s
í	af
Englandi	nheþ-s
í	af
maímánuði	nkeþ
og	c
París	nveþ-s
í	af
september	nkeþ
.	pl

Eins	aa
og	c
venjulega	aa
er	sfg3en
fyrsta	lvenve
bílasýning	nven
ársins	nheeg
í	af
Detroit	n----s
í	af
Bandaríkjunum	nhfþgs
og	c
verður	sfg3en
hún	fpven
opnuð	sþgven
í	af
janúar	nkeþ
.	pl

Þetta	fahen
er	sfg3en
eina	lvenvf
alþjóðlega	lvenvf
bílasýningin	nveng
í	af
Bandaríkjunum	nhfþgs
jafnvel	aa
þótt	c
bílasýningin	nveng
í	af
Los	n----s
Angeles	n----s
,	pk
sem	ct
verður	sfg3en
opnuð	sþgven
örfáum	lkfþsf
dögum	nkfþ
seinna	aam
,	pk
sé	svg3en
ekki	aa
síður	aam
alþjóðleg	lvensf
.	pl

Hún	fpven
er	sfg3en
líka	aa
haldin	sþgven
í	af
mun	nkeþ
skemmtilegra	lheþvm
umhverfi	nheþ
og	c
ekki	aa
síst	aae
þægilegra	lheþvm
loftslagi	nheþ
á	af
þessum	fakeþ
tíma	nkeþ
árs	nhee
.	pl

Síðan	aa
er	sfg3en
hægt	lhensf
að	cn
sækja	sng
alþjóðlegar	lvfosf
bílasýningar	nvfo
í	af
Zagreb	n----s
eða	c
Kænugarði	nkeþ-s
.	pl

Á	af
næsta	lheþve
ári	nheþ
,	pk
að	af
hausti	nheþ
til	aa
,	pk
er	sfg3en
aftur	aa
alþjóðleg	lvensf
bílasýning	nven
í	af
Tókýó	n-eþ-s
en	c
að	af
þessu	faheþ
sinni	nheþ
eingöngu	aa
atvinnubílasýning	nven
.	pl

Það	fphen
er	sfg3en
líka	aa
atvinnubílasýning	nven
í	af
Hannover	n----s
haustið	nheog
2004	ta
.	pl

Núna	aa
verður	sfg3en
bílasýningin	nveng
í	af
Birmingham	n----s
haldin	sþgven
í	af
maí	nkeþ
eða	c
á	af
sama	fbkeþ
tíma	nkeþ
og	c
sýningin	nveng
í	af
Tórínó	n-eþ-s
fór	sfg3eþ
fram	aa
.	pl

Hún	fpven
er	sfg3en
hins	fakee
vegar	nkee
ekki	aa
lengur	aam
til	aa
mörgum	lkfþsf
til	af
armæðu	nvee
.	pl

Þeir	fakfn
sem	ct
vilja	sfg3fn
nánar	aam
fræðast	snm
um	af
dagsetningar	nvfo
geta	sfg3fn
skoðað	sþghen
einstakar	lvfosf
sýningar	nvfo
á	af
vefnum	nkeþg
www.oica.net	v
.	pl

www.oica.net	v

Hjá	af
Renault	n----s
á	af
Champs	n----s
Elysées	n----s
:	pa
Á	af
Champs	n----s
Elysées	n----s
í	af
París	nveþ-s
eru	sfg3fn
margir	lkfnsf
fallegir	lkfnsf
veitingastaðir	nkfn
.	pl

Einn	foken
vekur	sfg3en
þó	aa
meiri	lveovm
athygli	nveo
bílaáhugamanna	nkfe
en	c
aðrir	fokfn
-	pa
þetta	fahen
er	sfg3en
Renault-veitingastaðurinn	nkengs
.	pl

Guðjón	nken-s
Guðmundsson	nken-s
fékk	sfg3eþ
sér	fpkeþ
þar	aa
kaffi	nheo
og	c
skoðaði	sfg3eþ
hugmyndina	nveog
að	af
baki	nheþ
staðnum	nkeþg
og	c
hugmyndabílana	nkfog
sem	ct
draga	sfg3fn
gesti	nkfo
að	aa
.	pl

--	m
>	m
Veitingastaður	nken
Renault	n----s
á	af
frægustu	lveþve
götu	nveþ
Parísar	nvee-s
var	sfg3eþ
opnaður	sþgken
fyrir	af
nokkrum	fohfþ
árum	nhfþ
.	pl

Það	fphen
vakti	sfg3eþ
athygli	nveo
þegar	c
gengið	sþghen
var	sfg3eþ
inn	aa
að	c
dyraverðir	nkfn
vilja	sfg3fn
skoða	sng
í	af
skjóður	nvfo
og	c
innkaupapoka	nkfo
gesta	nkfe
.	pl

Þetta	fahen
lýsir	sfg3en
þeirri	faveþ
ógn	nveþ
sem	ct
hryðjuverk	nhfn
hafa	sfg3fn
vakið	sþghen
út	aa
um	af
allan	fokeo
heim	nkeo
.	pl

Í	af
anddyri	nheþ
Renault-veitingahússins	nheegs
er	sfg3en
glænýr	lkensf
Scenic	n----s
.	pl

Renault	n----s
hefur	sfg3en
ávallt	aa
nýjustu	lkfove
framleiðslubíla	nkfo
sína	fekfo
í	af
fordyrinu	nheþg
og	c
þar	aa
eru	sfg3fn
á	af
vappi	nheþ
sölumenn	nkfn
sem	ct
taka	sfg3fn
niður	aa
pantanir	nvfo
.	pl

Á	af
vinstri	lveovf
hönd	nveo
er	sfg3en
gengið	sþghen
upp	aa
tröppur	nvfo
og	c
þá	aa
eru	sfg3fn
gestir	nkfn
komnir	sþgkfn
inn	aa
á	af
sjálfan	fbkeo
veitingastaðinn	nkeog
.	pl

Þar	aa
er	sfg3en
hægt	lhensf
að	cn
panta	sng
sér	fpkeþ
léttan	lkeosf
málsverð	nkeo
,	pk
kaffi	nheo
eða	c
vínglas	nheo
og	c
horfa	sng
á	af
nýjustu	lkfove
framleiðslubílana	nkfog
á	af
skjám	nkfþ
á	af
veggjum	nkfþ
.	pl

Talisman	n----s
Inn	aa
af	af
salnum	nkeþg
á	af
neðri	lveþvm
hæðinni	nveþg
eru	sfg3fn
hins	fakee
vegar	nkee
sérstæðustu	lkfnve
hugmyndabílar	nkfn
Renault	n----s
.	pl

Þarna	aa
mátti	sfg3eþ
sjá	sng
Talisman	n----s
sem	ct
frumsýndur	sþgken
var	sfg3eþ
á	af
bílasýningunni	nveþg
í	af
Frankfurt	n----s
árið	nheog
2001	ta
.	pl

Mjúk	lhfnsf
og	c
ávöl	lhfnsf
form	nhfn
einkenna	sfg3fn
þennan	fakeo
bíl	nkeo
en	c
höfundur	nken
hans	fpkee
er	sfg3en
Patrick	n----s
le	n----s
Quément	n----s
,	pk
yfirmaður	nken
hönnunardeildar	nvee
